🐉央视,#genre#
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,http://39.134.39.4/PLTV/88888888/224/3221226162/index.m3u8
山东卫视,http://39.134.39.39/270000001322/69900158041111100000002202/index.m3u8
湖南卫视,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227698/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://39.134.39.4/PLTV/88888888/224/3221226193/index.m3u8
湖南卫视,http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.39.39/270000001322/69900158041111100000002143/index.m3u8
湖南卫视,http://183.207.248.71:80/cntv/live1/hunanstv/hunanstv
安徽卫视,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
重庆卫视,http://iptv.tvfix.org/hls/cqhd.m3u8
重庆卫视,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227550/index.m3u8
重庆卫视,http://39.135.32.29:6610/000000001000/1000000002000018937/1.m3u8?
重庆卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
辽宁卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225593/index.m3u8
辽宁卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://39.134.39.4/PLTV/88888888/224/3221226209/index.m3u8
辽宁卫视,http://39.134.39.39/270000001322/69900158041111100000002201/index.m3u8
辽宁卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/630291707
甘肃卫视,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8
甘肃卫视,http://39.134.39.4/PLTV/88888888/224/3221226240/index.m3u8
甘肃卫视,http://39.134.71.75/ott.js.chinamobile.com/PLTV/3/224/3221225846/index.m3u8
甘肃卫视,http://39.134.39.39/270000001322/69900158041111100000002160/index.m3u8
甘肃卫视,http://183.207.248.71:80/cntv/live1/n-gansustv/n-gansustv
甘肃卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/630287549
山西卫视,http://117.148.179.169/PLTV/88888888/224/3221231444/index.m3u8
山西卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225549/index.m3u8?fmt=ts2hls
湖北卫视,http://223.110.243.171/PLTV/3/224/3221227211/index.m3u8
湖北卫视,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227665/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://39.134.39.39/PLTV/88888888/224/3221226159/index.m3u8
湖北卫视,http://39.134.39.4/PLTV/88888888/224/3221226159/index.m3u8
湖北卫视,http://39.134.39.39/270000001322/69900158041111100000002204/index.m3u8
湖北卫视,http://183.207.248.71:80/cntv/live1/HD-2500k-1080P-hubeistv/HD-2500k-1080P-hubeistv
湖北卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/630292423
江西卫视,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8
江西卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225599/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.134.39.4/PLTV/88888888/224/3221226207/index.m3u8
江西卫视,http://39.134.71.75/ott.js.chinamobile.com/PLTV/3/224/3221225536/index.m3u8
江西卫视,http://183.207.248.71:80/cntv/live1/jiangxistv/jiangxistv
江西卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/630290852
云南卫视,http://117.148.179.141/PLTV/88888888/224/3221231499/index.m3u8
云南卫视,http://183.207.248.71:80/cntv/live1/n-yntv1/n-yntv1
云南卫视,http://39.134.39.39/270000001322/69900158041111100000002230/index.m3u8
云南卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/630291417
贵州卫视,http://39.134.39.39/270000001322/69900158041111100000002231/index.m3u8
贵州卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/631094827
贵州卫视,http://39.134.71.75/ott.js.chinamobile.com/PLTV/3/224/3221227551/index.m3u8
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川卫视,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225600/index.m3u8
四川卫视,http://183.207.248.71:80/cntv/live1/n-sichuanstv/n-sichuanstv
四川卫视,http://39.134.39.39/270000001322/69900158041111100000002219/index.m3u8
四川卫视,http://112.74.200.9:88/tv000000/m3u8.php?/migu/630288361
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
北京卫视,http://223.110.243.173/PLTV/3/224/3221227246/index.m3u8
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil?icpid=88888888
康巴卫视,http://111.40.196.38/PLTV/88888888/224/3221225648/index.m3u8
河南卫视,http://117.148.179.144/PLTV/88888888/224/3221231514/index.m3u8
广西卫视,http://39.135.34.150:8080/000000001000/1000000002000019837/1.m3u8?I
